PART NUMBER,OEM,DESCRIPTION,SHELF,LEVEL,ROW
1764-00087,N/A,Odometer Induction Ring,UB-12,3,F
1703-02210,N/A,Ball Joint,UB-12,3,F
1703-02211,1703-03145,Ball Joint,UB-12,3,F
1703-02350,N/A,Connecting Rod Joint ,UB-12,3,F
1765-00142,N/A,"Shift Tie Rod, 3rd/4th Gear",UB-12,3,F
1701-00912,N/A,Drive Pin ,UB-12,3,F
1701-00691,N/A,First Shaft Bearing Lock Ring,UB-12,3,F
1765-00134,N/A,Reverse Gear Shift Driving Plate,UB-12,3,F
1763-00103,N/A,Reverse Gear Coupling Gear Seat,UB-12,3,F
1701-00701,N/A,Reverse Gear Shaft,UB-12,3,F
1703-01039,N/A,Selector Flexible Shaft Assembly,UB-12,3,F
1765-00133,N/A,5th/6th Shifting Drive Plate ,UB-12,3,F
1762-00339,N/A,Adjusting Shim Main Shaft ,UB-12,3,F
1703-00606,N/A,Shift Operating Handle,UB-12,3,F
1701-00711,N/A,"Coupling Gear Seat, Reverse Gear",UB-12,3,F
1763-01471,Q340B10T32D3,Nut Hexagon,UB-12,3,F
1703-00678,N/A,Dust Cover,UB-12,3,F
1703-02312,N/A,Shift Cable Joint ,UB-12,3,F
1766-00104,N/A,Fan-shaped Self Locking Block ,UB-12,3,F
1761-00030,N/A,"Lubricant Hose Assy., Release Bearing",UB-12,3,F
1701-00521,N/A,Fifth Gear Needle Bearing,UB-12,3,F
1764-00041,N/A,Bracket Bearing Lock Ring ,UB-12,4,G
1701-03791,N/A,"Oil Retaining Disk, Transmission",UB-12,4,G
1763-00549,N/A,Countershaft Rear Bearing ,UB-12,4,G
1763-00548,N/A,Bearing Race 1st Gear,UB-12,4,G
1763-00252,1708-00675,Second Shaft Reverse Gear Bearing Race,UB-12,4,G
1763-00249,1708-00672/1708-00674,Second Shaft First Gear Race,UB-12,4,G
1763-00015,N/A,Inner Ring Synchronizer,UB-12,4,G
1702-00028,N/A,Reverse Gear Shaft,UB-12,4,G
1701-01486,N/A,"3rd Gear, Countershaft",UB-12,4,G
1701-02534,N/A,Countershaft Constant Mesh Gear,UB-12,4,G
1701-01489,N/A,"Slide Sleeve, 4th/5th Gear",UB-12,4,G
1701-00160,N/A,"Driven Gear, Reverse Gear ",UB-12,4,G
1763-00420,N/A,"1st Gear, Countershaft",UB-12,4,G
1765-00115,N/A,Slider Block,UB-12,4,G
1763-02408,N/A,"1st Gear, Countershaft",UB-12,4,G
1763-00870,N/A,Shaft Circlip Output Shaft,UB-12,4,G
1703-02599,N/A,Ball Joint Shifting Cable,UB-12,4,G
1701-00394,N/A,Slider Block,UB-12,4,G
1765-01360,N/A,Shift Fork 1st/2nd Gear,UB-12,4,G
1765-01363,N/A,"Fork, 3rd/4th Gear",UB-12,4,G
1763-02548,N/A,"6th Gear, Countershaft",UB-12,4,G
1762-01318,N/A,Roller Bearing,UB-12,4,G
1762-02813,N/A,Release Bearing,UB-12,4,G
1762-02240,N/A,Reverse Gear Shaft Gear,UB-12,4,G
1708-00861,N/A,"Synchro Slide Sleeve, 5th/6th Gear",UB-12,4,G
1763-02550,N/A,"3rd Gear, Countershaft",UB-12,4,G
1763-02551,N/A,"2nd Gear, Countershaft",UB-12,4,G
1762-02236,N/A,"6th Gear, Countershaft",UB-12,4,G
1762-02235,N/A,Countershaft Constant Mesh Gear,UB-12,4,G
1763-00248,N/A,Gear Bearing Counter Shaft,UB-12,4,H
1763-00553,N/A,"Needle Bearing, 4th Gear",UB-12,4,H
1763-00253,N/A,Second Shaft Reverse Gear Bearing,UB-12,4,H
1701-00484,N/A,Intermediate Shaft Front Bearing,UB-12,4,H
1763-00551,N/A,Needle Bearing 3rd Gear,UB-12,4,H
1763-00540,N/A,2nd Shaft 5th Gear Needle Bearing,UB-12,4,H
1701-00504,N/A,Second Gear Bearing,UB-12,4,H
1763-00545,N/A,"Needle Bearing, 2nd Gear",UB-12,4,H
1763-00547,N/A,"Needle Bearing, 1st Gear       ",UB-12,4,H
1701-01697,N/A,Transmission Bolt,UB-12,4,H
1763-00550,N/A,Second Shaft Third Gear,UB-12,5,I
1763-00245,N/A,Second Shaft Fourth Gear,UB-12,5,I
1763-00246,N/A,Second Shaft Third Gear,UB-12,5,I
1763-00552,N/A,"4th Gear, Countershaft",UB-12,5,I
1765-00321,N/A,Fifth/Sixth Gear Synchronizer,UB-12,5,I
1765-00045,N/A,3rd/4th Gear Shift Fork Assy.,UB-12,5,I
1765-00143,N/A,Fifth/Sixth Gear Shift Fork,UB-12,5,I
1762-00187,N/A,Intermediate Shaft Sixth Gear,UB-12,5,I
1701-05032,N/A,"Filter Element, Transmission ",UB-12,5,I
1763-00310,N/A,"4th Gear, Countershaft",UB-12,5,I
1701-01490,N/A,"Synchro Cone Ring, 4th/5th Gear",UB-12,5,I
1708-00304,N/A,"Synchro Cone Ring, 2nd/3rd Gear",UB-12,5,I
1763-01015,N/A,Adjusting Washer,UB-12,5,I
1703-00068,N/A,Converter ,UB-12,5,J
1765-00228,N/A,Ball Joint Bracing Rod,UB-12,5,J
1766-00520,N/A,Reverse Switch ,UB-12,5,J
1765-00050,N/A,Rocker Arm Assy.,UB-12,5,J
1762-00227,N/A,Adjuster Shim,UB-12,5,J
1762-00340,N/A,Semicircle Retainer Ring,UB-12,5,J
1702-00012,N/A,Race Second Shaft,UB-12,5,J
1701-00901,N/A,Second Shaft Second Gear Needle Bearing,UB-12,5,J
1765-00229,N/A,Ball Joint Bracing Rod,UB-12,5,J
1761-00074,1765-00078,Needle Bearing,UB-12,5,J
1765-00043,N/A,Fifth/Sixth Gear Shift Fork,UB-12,6,K
1765-00049,N/A,Release Fork Shaft,UB-12,6,K
1763-00250,N/A,Second Shaft First Gear ,UB-12,6,K
1763-00544,N/A,2nd Gear Countershaft,UB-12,6,K
1762-01224,N/A,6th Gear Countershaft,UB-12,6,K
1765-01364,N/A,Shift Fork Shaft 5th,UB-12,6,K
1765-01366,N/A,Shift Fork Shaft 3rd/4th,UB-12,6,K
1765-01365,N/A,Shift Fork Shaft,UB-12,6,K
1702-00079,N/A,Shift Shaft Seat ,UB-12,6,L
1763-00091,N/A,Second Shaft Synchro Slider,UB-12,6,L
1763-00159,N/A,Slider Spring,UB-12,6,L
1762-00189,N/A,Front End Cover Countershaft,UB-12,6,L
1701-00700,N/A,Front End Cover Countershaft,UB-12,6,L
1763-00715,N/A,6th Gear Synchro Cone Hub Washer,UB-12,6,L
1765-00044,N/A,Shift Push Block,UB-12,6,L
1761-00075,N/A,Needle Bearing,UB-12,6,L
3924-00026,N/A,Gasket,UB-13,1,A
1003-01721,1003-00195,Cylinder Head Gasket,UB-13,1,A
1003-01415,1003-00056/1007-00074/1007-01473/1007-00939,Gasket,UB-13,1,B
3924-00041,N/A,Gasket,UB-13,1,B
1701-00707,N/A,Synchro Cone Hub 1st,UB-13,2,C
1701-00520,N/A,Gear 5th 2nd Shaft,UB-13,2,C
1701-00485,N/A,Bearing Rear Intermediate,UB-13,2,C
1702-00017,1701-00681,Reverse Gear,UB-13,2,C
1701-00685,N/A,Synchro Slide,UB-13,2,C
1763-02571,N/A,Countershaft 3rd Gear,UB-13,2,C
1762-00068,N/A,Reverse Gear,UB-13,2,D
1701-00461,N/A,Synchro Ring 1st 2nd,UB-13,2,D
1701-00175,N/A,Cone Hub,UB-13,2,D
1763-00243,N/A,2nd Shaft Gear,UB-13,2,D
1701-06614,N/A,Release Bearing,UB-13,2,D
1714-00393,N/A,Release Bearing,UB-13,2,D
1701-00185,N/A,Synchro Cone Hub 3rd,UB-13,3,E
1701-00898,N/A,Bearing Roller,UB-13,3,E
1701-00392,N/A,Synchro Hub Cone 6th,UB-13,3,E
1701-00704,N/A,"Synchro Gear Seat, 3rd/4th Gear",UB-13,3,E
1701-00703,N/A,Race Bearing Gear,UB-13,3,F
1708-00175,N/A,Synchro 6th Gear,UB-13,3,F
1701-00528,N/A,Bearing 1st Shaft,UB-13,3,F
1701-02221,N/A,Bearing Roller Short Column,UB-13,3,F
1701-00671,N/A,Synchronizer 5th/6th Gear,UB-13,4,G
1701-00492,N/A,2nd Shaft Gear,UB-13,4,G
1701-00493,N/A,Gear 2nd/4th,UB-13,4,G
1701-00401,N/A,Bearing 2nd Shaft,UB-13,4,G
1714-00909,N/A,Release Bearing,UB-13,4,G
1708-00160,N/A,Ring Inner Conical,UB-13,4,H
1762-00074,N/A,Reverse Gear,UB-13,4,H
1701-00483,N/A,Bearing Main Shaft,UB-13,4,H
1701-00393,N/A,Case Gear 4th/5th Gear,UB-13,4,H
1763-00238,N/A,Synchro Ring,UB-13,5,I
1763-00237,N/A,Synchro Cone Hub 6th,UB-13,5,I
1763-00254,N/A,Reverse Gear 2nd Shaft,UB-13,5,I
1762-00188,N/A,Intermediate Shaft,UB-13,5,I
1708-00174,N/A,Synchro Gear 5th/6th,UB-13,5,J
1708-00173,N/A,Ring Synchro 3rd/4th,UB-13,5,J
1763-00239,N/A,Synchro Gear,UB-13,5,J
1762-00742,N/A,Gear 3rd/2nd Shaft,UB-13,5,J
1708-00172,N/A,Synchro Cone,UB-13,5,J
1701-00487,N/A,Countershaft 5th Gear,UB-13,6,K
1701-00673,N/A,Countershaft 5th Gear,UB-13,6,K
1762-00065,N/A,Countershaft 3rd/4th Gear,UB-13,6,K
1762-01071,N/A,6th Gear Countershaft,UB-13,6,L
1701-00517,N/A,5th Gear Countershaft,UB-13,6,L
1762-00067,N/A,Countershaft Gear,UB-13,6,L
1701-00890,N/A,Reverse Gear Push Ring,UB-14,1,A
1765-00268,N/A,Revese Shift Fork,UB-14,1,A
1701-00891,N/A,Gear Fork,UB-14,1,B
1701-00717,N/A,Shift Fork 5th/6th Gear,UB-14,1,B
1701-00695,N/A,Gear Shift Fork 2nd/3rd,UB-14,1,B
1763-00247,N/A,Gear 2nd Shaft,UB-14,2,C
1701-00679,N/A,Countershaft 2nd/3rd Gear ,UB-14,2,C
1762-01225,N/A,"3rd/4th Gear, Countershaft",UB-14,2,C
1702-00019,N/A,Gear Fork Subassy 1st & Reverse,UB-14,2,C
1762-00186,N/A,3rd & 4th Gear Countershaft,UB-14,2,D
1762-00257,N/A,Countershaft Gear,UB-14,2,D
1701-00682,N/A,Synchronizer Ring,UB-14,2,D
1703-00063,N/A,Shift Rocker,UB-14,3,E
1765-00320,N/A,Synchronizer Gear,UB-14,3,E
1701-00712,N/A,2nd Gear Reverse Shaft,UB-14,3,E
1701-00709,N/A,2nd & 1st Gear,UB-14,3,F
1763-00101,N/A,1st Gear,UB-14,3,F
1701-00885,N/A,Reverse Gear,UB-14,3,F
1701-00486,N/A,Intermediate Gear,UB-14,4,G
1763-01454,N/A,4th Gear Countershaft,UB-14,4,G
1762-00445,N/A,Main Shaft,UB-14,4,G
1701-00395,N/A,Main Shaft,UB-14,4,H
1762-00566,N/A,Main Shaft,UB-14,4,H
1763-00104,N/A,Reverse Countershaft Gear,UB-14,5,I
1701-00706,N/A,2nd Gear,UB-14,5,I
1765-00319,N/A,Synchronizer Gear,UB-14,5,I
1701-01172,N/A,Output Shaft,UB-14,5,I
1702-00025,N/A,Main Shaft,UB-14,5,J
1701-01645,N/A,First Shaft,UB-14,5,J
1701-00902,N/A,First Shaft,UB-14,5,J
1702-00016,N/A,Synchro Hub,UB-14,6,K
1703-00646,N/A,Countershaft 3rd,UB-14,6,K
1708-00171,N/A,Synchro1st/2nd,UB-14,6,K
1701-00708,N/A,Synchro1st/2nd,UB-14,6,K
1762-00222,N/A,First Shaft,UB-14,6,K
1762-00064,N/A,Countershaft,UB-14,6,L
1763-00300,N/A,2nd Shaft,UB-14,6,L
1762-00185,N/A,Countershaft,UB-14,6,L
1701-01646,N/A,Intermediate Shaft 4th/5th Gear,UB-14,7,M
1763-01809,N/A,Output Shaft,UB-14,7,M
1701-00678,N/A,Countershaft,UB-14,7,M
1763-00242,N/A,Second Shaft,UB-14,7,N
1763-00543,N/A,Countershaft,UB-14,7,N
1763-00456,N/A,Second Shaft First Gear,UB-14,7,N
1763-00546,N/A,"1st Gear, Countershaft",UB-14,7,N
1003-02010,N/A,Cylinder Head Gasket,UC-15,1,A
1004-00198,N/A,Piston Assy,UC-15,2,C
1003-00072,N/A,Piston,UC-15,2,C
1004-00379,N/A,Piston,UC-15,2,C
1004-00278,N/A,Piston,UC-15,2,D
1004-00890,N/A,Piston,UC-15,2,D
1004-01812,N/A,Piston Assy.,UC-15,2,D
1004-01843,N/A,Piston,UC-15,2,D
1002-00594,N/A, Cylinder Liner ,UC-15,2,D
1004-00288,N/A,Piston,UC-15,3,E
1004-01290,N/A,Piston,UC-15,3,E
1004-00732,N/A,Piston,UC-15,3,F
1004-01176,1004-00272,Piston,UC-15,3,F
1004-00489,N/A,Piston,UC-15,3,F
1002-01545,1002-00585,Liner,UC-15,4,G
1002-00114,N/A,Cylinder Liner,UC-15,4,G
1002-00351,N/A,Cylinder Liner,UC-15,4,H
1002-00087,N/A,Liner,UC-15,4,H
1002-01410,1002-02136,Liner,UC-15,5,I
1002-00813,1002-00591,Liner,UC-15,5,J
1205-08914,N/A,Dosing Injection Pump,UC-16,1,A
1205-10899,N/A,Dosing Injection Pump,UC-16,1,A
1112-00233,N/A,Fuel Injector Assy.,UC-16,1,A
1205-07839,N/A,Adblue Pump Filter Element,UC-16,1,A
1000-18145,N/A,Stabilizer Bar Hanger Rod,UC-16,1,A
1011-00319,N/A,Oil Pump Assy,UC-16,1,B
1205-03242,N/A,Adblue Tank Sensor,UC-16,1,B
1025-00688,N/A,Belt Tensioner Pulley,UC-16,1,B
1205-08361,N/A,Adblue Level &Temperature Sensor,UC-16,2,C
1762-02058,N/A,Countershaft Front Bearing,UC-16,2,C
1201-06331,N/A,Damping Pad ,UC-16,2,C
1111-00978,N/A,Supporting Plate,UC-16,2,C
1111-00979,N/A,Pulling Plate,UC-16,2,C
1104-02488,N/A,Composite Sealing Washer Ring,UC-16,2,C
1201-06995,N/A,Braking Cylinder,UC-16,2,C
1763-02376,N/A,Fastening Ring,UC-16,2,C
1205-07833,N/A,Adblue Tank filter,UC-16,2,C
1205-04224,N/A,Sight Glass,UC-16,2,C
1604-00706,N/A,Repair Kit,UC-16,2,C
1025-01161,N/A,Belt Tensioner,UC-16,2,C
1766-00786,N/A,Release Bearing,UC-16,2,C
1307-01003,N/A,Water Pump,UC-16,2,C
5205-01577,N/A,Wiper Motor,UC-16,2,C
1703-00388,N/A,Self Locking Pin,UC-16,2,D
1762-02060,N/A,Reverse Gear Shaft,UC-16,2,D
1762-02061,N/A,Thrust Washer,UC-16,2,D
1762-02063,N/A,Reverse Gear Needle Bearing,UC-16,2,D
1763-02381,N/A,Needle Bearing,UC-16,2,D
1763-02382,N/A,Needle Bearing,UC-16,2,D
1763-02383,N/A,Needle Bearing,UC-16,2,D
1701-10025,N/A,Needle Bearing,UC-16,2,D
1763-00951,N/A,Shaft Circlip,UC-16,2,D
1763-02386,N/A,Retainer Ring,UC-16,2,D
1763-02370,N/A,Odometer Induction Gear Ring,UC-16,2,D
1763-00831,N/A,Cylindrical Roller Bearing,UC-16,2,D
1762-02056,N/A,"Stop Ring,Countershaft Bearing",UC-16,2,D
1762-02057,N/A,Sealing Cover,UC-16,2,D
1763-02374,N/A,Bushing,UC-16,2,D
1763-02375,N/A,Washer,UC-16,2,D
1763-02378,N/A,Countershaft Gear Washer,UC-16,2,D
1763-02380,N/A,Stop Ring,UC-16,2,D
1714-00860,N/A,Bushing Release Fork Shaft,UC-16,2,D
1761-00324,N/A,O-Ring,UC-16,2,D
1761-00708,N/A,O-Ring,UC-16,2,D
1762-01888,N/A,Pulley Spacer,UC-16,2,D
1762-02233,N/A,Main Shaft Bearing,UC-16,2,D
1762-01320,N/A,Countershaft Square Key,UC-16,2,D
1762-01914,N/A,Stop Ring,UC-16,2,D
1762-02289,N/A,Main Shaft Oil Seal,UC-16,2,D
1763-02607,N/A,Countershaft Reverse Gear Baffle,UC-16,2,D
1763-02244,N/A,Gasket,UC-16,2,D
1762-02339,N/A,Main Shaft Bearing Cap Gasket,UC-16,2,D
1763-02245,N/A,Hex Key,UC-16,2,D
1763-02143,N/A,Lock Ring,UC-16,2,D
1763-01109,N/A,Elastic Cylindrical Pin,UC-16,2,D
1763-01096,N/A,Bearing Lock Ring,UC-16,2,D
1763-01500,N/A,Cylindrical Roller Bearing,UC-16,2,D
1763-02243,N/A,Bushing,UC-16,2,D
1764-00636,N/A,Output Shaft Oil Seal,UC-16,2,D
1765-01328,N/A,"Shift Fork, 3rd/4th Gear",UC-16,2,D
1765-01332,N/A,5th/6th Gear Shift Fork Shaft,UC-16,2,D
1766-00596,N/A,Transmission Tectum Pad,UC-16,2,D
1766-00373,N/A,Swing Shifting Block,UC-16,2,D
1205-03029,N/A,Temperature Sensor,UC-16,3,E
1205-10957,N/A,Adblue Nozzle,UC-16,3,E
1205-00706,N/A,Adblue Injection Pipe,UC-16,3,E
1201-01369,N/A,Round Rubber Mat ,UC-16,3,E
1205-06579,N/A,Adblue Pipe ,UC-16,3,E
1205-00705,N/A,"Inlet Pipe, Adblue Tank to Pump ",UC-16,3,E
1205-00090,N/A,Adblue Injection Pipe ,UC-16,3,E
1205-06572,N/A,Adblue Pipe ,UC-16,3,E
1205-00714,N/A,"Adblue Injection Pipe, Pump to Nozzle",UC-16,3,E
1205-01457,N/A,Adblue Injection Pipe,UC-16,3,E
1765-00725,N/A,Reverse Gear Fork Shaft,UC-16,3,E
1205-00526,N/A,Adblue Pipeline Urea,UC-16,3,F
1762-02263,N/A,Main Shaft,UC-16,3,F
1111-00745,N/A,Valve Fuel Metering,UC-16,3,F
1105-00439,N/A,Water Level Sensor,UC-16,3,F
1205-00597,N/A,Adblue Inlet Pipe,UC-16,3,F
1205-00646,N/A,Adblue Pipeline,UC-16,3,F
1703-01235,1703-03812,Dust Cover Pressure Ring,UC-16,3,F
1762-02688,N/A,Main Shaft,UC-16,3,F
1762-02268,N/A,Input Shaft,UC-16,3,F
1002-00612,N/A,Liner,UC-16,4,G
1002-00069,N/A,Liner,UC-16,5,I
3701-01477,N/A,Housing,UC-17,1,A
1306-00512,N/A,Water Pump Assy,UC-17,3,E
2201-02979,N/A,Cross Joint Kit Propeller,UC-17,3,E
1025-00777,N/A,Belt Tensioner Pulley,UC-17,2,C
1307-00289,N/A,Water Pump,UC-17,1,A
1307-00071,N/A,Water Pump,UC-17,1,A
3701-01943,N/A,Capacitor Box,UC-17,1,A
2214-00180,2214-00147,Cross Joint Propeller,UC-17,4,G
1205-07504,N/A,Adblue Tank,UC-17/ UC-18,"2,/1",B/B
2201-01520,N/A,Cross Joint Kit Propeller,UC-17,4,G
2214-00113,2214-00075,Cross Joint Kit Propeller,UC-17,"3, 5",C/I
2200-00030,2214-00154/00013,Cross Joint Kit Propeller Differential,UC-17,"3, 5",E/I
2214-00152,2214-00029/2201-02599,Cross Joint,UC-17,4,G
2200-00051,2214-00100/2201-00649/01203,Cross Joint,UC-17,3,C
2214-00100,00012/2201-00649/2200-00051,Cross Joint,UC-17,3,C
2214-00154,2214-00013,Cross Joint,UC-17,3,C
2201-01800,N/A,Cross Joint Kit ,UC-17,"3, 5",C/I
2200-00141,2214-00152/00029,Cross Joint,UC-17,3,E
2200-00081,2200-00141,Cross Joint,UC-17,3,E
2214-00016,2214-00146,Cross Joint,UC-17,"4, 5",G/J
2214-00034,2214-00082,Cross Joint,UC-17,4,G
2214-00010,2200-00048,Cross Joint,UC-17,4,G
2201-01203,2200-00051,Cross Joint,UC-17,"4,5 ",G/I
2214-00013,2214-00154,Cross Joint,UC-17,4,D
2214-00109,N/A,Cross Joint,UC-17,"4,5",D/I
5940-12909,N/A,Lock,UC-18,1,A
5940-12100,N/A,Vehicle Lock Assy,UC-18,1,A
1122-00038,N/A,Fuel Injection Pump,UC-18,1,A
1314-00265,N/A,Fan Electromagnetic Clutch,UC-18,1,A
5940-10129,N/A,Lock,UC-18,1,B
5940-09589,N/A,Lock,UC-18,1,B
5940-10252,N/A,Lock,UC-18,1,B
1205-21627,N/A,Adblue Pump,UC-17,1,B
5403-51439,N/A,Window Lock ,UC-18,2,C
3708-00038,N/A,Motor Starter,UC-18,2,C
3703-01239,N/A,Starter Motor Assy.,UC-18,2,C
5940-16431,N/A,Lock,UC-18,2,C
5940-10481,N/A,Rear Compartment Door Lock ,UC-18,2,D
3708-00207,N/A,Starter,UC-18,2,D
3708-00033,N/A,Starter Motor Assy.,UC-18,2,D
5940-10937,N/A,Compartment Door Lock,UC-18,2,D
5940-11129,N/A,Fuel Tank Lock,UC-18,2,D
5940-12767,N/A,Lock Comp. Door  w/ Lamp Assy,UC-18,2,D
5940-01759,N/A,Compartment Door lock ,UC-18,2,D
5403-51440,N/A,Window Lock ,UC-18,3,E
3703-00031,N/A,Starter Motor Assy.,UC-18,3,E
5940-10479,N/A,Compartment Door lock,UC-18,3,E
5940-08680,5940-14237,Lock Mechanism RH,UC-18,3,E
5940-02892,N/A,Lock Compartment Door,UC-18,3,F
5940-08679,5940-14236,Left Lock Mechanism,UC-18,3,F
5940-01812,N/A,Engine Compartment Lock ,UC-18,4,G
3708-00164,N/A,Starter Motor Assy.,UC-18,4,G
5940-00887,N/A,Compartment Door Lock,UC-18,4,H
5940-01615,N/A,Oval Lock,UC-19,1,A
6105-00040,N/A,Passenger Door Lock,UC-19,1,B
5940-02893,N/A,Lock Compartment Luggage with Lamp Assy,UC-19,1,B
5940-01190,N/A,Lock Compartment Door Short Core,UC-19,2,C
5940-00228,N/A,Lock Compartment Door Small,UC-19,2,C
6404-00004,N/A,Lock Small Driver Door,UC-19,2,C
5940-03267,N/A,Lock Compartment Door Rear,UC-19,2,C
6105-00038,N/A,Lock Front Service Door Assy,UC-19,2,C
5940-02247,N/A,Lock Fuel Tank,UC-19,2,C
5403-56417,N/A,Window Lock ,UC-19,2,C
5940-04664,N/A,Simple Lock,UC-19,2,D
5940-09805,N/A,Side Door Lock,UC-19,2,D
5940-04239,N/A,Door Lock,UC-19,2,D
5940-09804,N/A,Lock,UC-19,2,D
5940-13357,N/A,Driver Door Lock ,UC-19,2,D
6705-05007,N/A,Lock Strip Dashboard,UC-19,3,E
5940-00643,N/A,Lock Comaprtment Door Core,UC-19,3,E
5403-00611,N/A,Window Lock,UC-19,3,E
5940-02895,N/A,Lock Compartment Core,UC-19,3,E
3705-00332,N/A,Lock Strip Dashboard,UC-19,3,E
5403-56362,N/A,Window Lock ,UC-19,3,E
5940-13414,N/A,Driver Door Lock ,UC-19,3,E
5940-12333,N/A,Compartment Door Lock,UC-19,3,E
5940-13415,N/A,Driver Door Lock ,UC-19,3,E
5940-13413,N/A,Fuel Tank Lock,UC-19,3,E
5940-02786,N/A,Compartment Door Lock,UC-19,3,E
5940-01580,N/A,Oval Lock,UC-19,3,F
5940-07445,N/A,Long Lock,UC-19,4,G
5940-01579,N/A,Oval lock,UC-19,4,H
3104-01237,N/A,"Inner Oil Seal, Rear Wheel Hub",UC-20,1,A
3104-01238,N/A,"Outer Oil Seal, Rear Wheel Hub",UC-20,1,A
3104-01256,N/A,"Outer Oil Seal, Rear Wheel Hub",UC-20,1,A
3104-01257,N/A,"Inner Oil Seal, Rear Wheel Hub",UC-20,1,A
3104-01313,N/A,"Outer Oil Ring, Front Wheel Hub",UC-20,1,A
3104-01314,N/A,"Inner Oil Ring, Front Wheel Hub",UC-20,1,A
3104-00225,N/A,Rear Oil Seal Race,UC-20,1,B
3103-00140,N/A,Oil Seal Front Camshaft,UC-20,2,C
3552-00428,N/A,Oil Seal Rear Brake Base Plate,UC-20,2,C
3004-00087,N/A,Oil Seal Brake Base Plate,UC-20,2,C
3552-00427,N/A,Oil Seal Brake Shaft,UC-20,2,C
2403-00138,N/A,Oil Seal Differential,UC-20,2,C
2403-01412,N/A,Oil Seal Rear Axle Shaft,UC-20,2,C
1701-00719,N/A,Gasket Dust Proof,UC-20,2,C
1764-00300,N/A,Oil Seal Rear,UC-20,2,C
1701-01467,N/A,Oil Seal Shift Shaft,UC-20,2,C
1762-00291,N/A,Oil Seal Main Shaft,UC-20,2,C
1701-01468,N/A,Oil Seal Shift Shaft,UC-20,2,C
1701-02219,N/A,Oil Seal Input Shaft Assy,UC-20,2,C
1763-00655,N/A,Oil Retainer Disc,UC-20,2,C
3103-00568,N/A,Oil Seal Front Wheel Hub,UC-20,2,C
1005-00423,N/A,Seat Front Crank Shaft Oil Seal,UC-20,2,C
3557-00272,N/A,Oil Seal Backing Plate,UC-20,2,C
1762-00471,N/A,Main Shaft Oil Seal,UC-20,2,C
3557-00237,N/A,Oil Seal,UC-20,2,C
2403-00975,N/A,Oil Seal Rear Axle Shaft,UC-20,2,C
1005-00424,1005-02147,Crankshaft Oil Seal,UC-20,2,C
3001-01392,N/A,"Oil Seal, Steering Knuckle",UC-20,2,D
1764-00294,N/A,Countershaft Oil Seal ,UC-20,2,D
1764-00295,N/A,Countershaft Oil Seal ,UC-20,2,D
3519-00538,N/A,Oil Seal,UC-20,2,D
1701-00406,1701-02219,Oil Seal Main Shaft,UC-20,2,D
1763-00136,N/A,Oil Seal Counter Shaft,UC-20,2,D
3103-00567,N/A,Oil Seal Front Axle Race,UC-20,2,D
2402-00803,N/A,Oil Seal Differential Assy,UC-20,2,D
1701-00130,N/A,Oil Seal Input Shaft,UC-20,2,D
2403-01403,N/A,Oil Seal Differential Carrier,UC-20,2,D
2403-00202,N/A,Oil Seal Differential Assy,UC-20,2,D
1701-00405,N/A,Oil Seal Output Shaft Inside,UC-20,2,D
3001-02007,N/A,Oil Seal Steering Knuckle,UC-20,2,D
3001-00432,N/A,Oil Seal Front Race,UC-20,2,D
2403-00084,N/A,Oil Seal Differential,UC-20,3,E
3104-00566,N/A,Oil Seal Rear Wheel Hub,UC-20,3,E
3104-00232,N/A,Ring Outer Rear Wheel Oil Seal,UC-20,3,E
1005-01167,N/A,Oil Seal Front Crankshaft,UC-20,3,E
1005-01168,N/A,Crank Shaft Rear Oil Seal,UC-20,3,E
1701-00404,N/A,Oil Seal Transmission Rear,UC-20,3,E
3104-00242,N/A,Oil Seal Rear Wheel Inner,UC-20,3,E
3104-00190,N/A,Oil Seal Rear Wheel Hub,UC-20,3,E
1005-01696,1005-03218,Oil Seal Front Crankshaft,UC-20,3,E
3103-00726,N/A,Wheel Hub Oil Seal ,UC-20,3,E
1701-01966,N/A,Oil Seal Main Shaft,UC-20,3,E
1005-00227,N/A,Oil Seal Front Crankshaft,UC-20,3,F
2403-00489,N/A,Oil Seal Rear Axle Shaft,UC-20,3,F
1005-01658,1009-00039,Oil Seal Crankshaft,UC-20,3,F
3103-00103,N/A,Race Front Oil Seal,UC-20,4,G
3103-00099,N/A,Oil Seal Front Wheel Hub,UC-20,4,G
3103-00040,N/A,Oil Seal Front Hub,UC-20,4,G
1763-00057,1763-01785,Oil Seal Output Shaft,UC-20,4,G
2403-00234,N/A,Oil Seal Axle Shaft,UC-20,4,H
2403-00526,N/A,Oil Seal Differential,UC-20,4,H
3100-00031,N/A,Rear Wheel Inner Oil Seal,UC-20,4,H
2401-00703,N/A,Oil Seal Race,UC-20,4,H
3104-00142,N/A,Differential Oil Seal,UC-20,5,I
3519-00726,N/A,Rear Left Brake Chamber,UC-21,1,A
3519-00727,N/A,Rear Right Brake Chamber,UC-21,1,A
3104-00216,9304-14396,Rear Wheel Hub Oil Seal,UC-21,1,B
3529-00051,N/A,Air Drier,UC-21,1,B
3529-00853,N/A,N/A,UC-21,1,B
3529-00071,N/A,Air Dryer Assy.,UC-21,2,C
3103-00702,N/A,Front Hub Oil Seal,UC-21,2,C
3100-00015,N/A,Rear Wheel Bearing Outer,UC-21,2,C
3103-00014,N/A,Wheel Hub Oil Seal ,UC-21,2,C
